Navn;Stasjon;Tid(norsk normaltid);Regional middeltemperatur, beregnet med normalperiode 1961-1990 (mnd);Regional middeltemperatur, beregnet med normalperiode 1991-2020 (mnd)
Region Norge;GR0;12.1994;-2,46;-3,38
Region Norge;GR0;01.1995;-4,74;-5,92
Region Norge;GR0;02.1995;-4,19;-5,03
Region Norge;GR0;03.1995;-2,9;-3,63
Region Norge;GR0;04.1995;-1,45;-1,81
Region Norge;GR0;05.1995;3,06;3,41
Region Norge;GR0;06.1995;8,02;9,02
Region Norge;GR0;07.1995;9,81;10,81
Region Norge;GR0;08.1995;10,5;10,59
Region Norge;GR0;09.1995;6,58;6,52
Region Norge;GR0;10.1995;3,21;2,89
Region Norge;GR0;11.1995;-4,26;-4,86
Region Norge;GR0;12.1995;-8,29;-9,23
Region Norge;GR0;01.1996;-5,72;-6,91
Region Norge;GR0;02.1996;-8,97;-9,84
Region Norge;GR0;03.1996;-4,33;-5,07
Region Norge;GR0;04.1996;-0,43;-0,78
Region Norge;GR0;05.1996;2,14;2,49
Region Norge;GR0;06.1996;7,46;8,46
Region Norge;GR0;07.1996;9,23;10,22
Region Norge;GR0;08.1996;12,72;12,8
Region Norge;GR0;09.1996;5,64;5,57
Region Norge;GR0;10.1996;3,21;2,88
Region Norge;GR0;11.1996;-4,84;-5,44
Region Norge;GR0;12.1996;-7,44;-8,37
Region Norge;GR0;01.1997;-5,29;-6,46
Region Norge;GR0;02.1997;-4,84;-5,68
Region Norge;GR0;03.1997;-3,09;-3,81
Region Norge;GR0;04.1997;-2,17;-2,52
Region Norge;GR0;05.1997;2,82;3,16
Region Norge;GR0;06.1997;8,98;9,98
Region Norge;GR0;07.1997;12,46;13,46
Region Norge;GR0;08.1997;13,49;13,57
Region Norge;GR0;09.1997;7,42;7,36
Region Norge;GR0;10.1997;0,59;0,26
Region Norge;GR0;11.1997;-2,82;-3,42
Region Norge;GR0;12.1997;-4;-4,93
Region Norge;GR0;01.1998;-4,45;-5,61
Region Norge;GR0;02.1998;-4,91;-5,73
Region Norge;GR0;03.1998;-4,8;-5,52
Region Norge;GR0;04.1998;-1,15;-1,5
Region Norge;GR0;05.1998;3,95;4,31
Region Norge;GR0;06.1998;7,33;8,32
Region Norge;GR0;07.1998;10,4;11,38
Region Norge;GR0;08.1998;9,7;9,77
Region Norge;GR0;09.1998;7,5;7,45
Region Norge;GR0;10.1998;1,28;0,94
Region Norge;GR0;11.1998;-5,19;-5,8
Region Norge;GR0;12.1998;-4,25;-5,18
Region Norge;GR0;01.1999;-6,4;-7,58
Region Norge;GR0;02.1999;-6,31;-7,16
Region Norge;GR0;03.1999;-3,33;-4,06
Region Norge;GR0;04.1999;0,91;0,57
Region Norge;GR0;05.1999;3,15;3,49
Region Norge;GR0;06.1999;8,5;9,5
Region Norge;GR0;07.1999;10,69;11,68
Region Norge;GR0;08.1999;9,72;9,8
Region Norge;GR0;09.1999;9,51;9,46
Region Norge;GR0;10.1999;2,62;2,28
Region Norge;GR0;11.1999;0,91;0,33
Region Norge;GR0;12.1999;-7,36;-8,3
Region Norge;GR0;01.2000;-3,35;-4,52
Region Norge;GR0;02.2000;-4,51;-5,35
Region Norge;GR0;03.2000;-3,6;-4,32
Region Norge;GR0;04.2000;0,22;-0,13
Region Norge;GR0;05.2000;5,36;5,72
Region Norge;GR0;06.2000;6,73;7,73
Region Norge;GR0;07.2000;10,48;11,47
Region Norge;GR0;08.2000;9,97;10,05
Region Norge;GR0;09.2000;7,16;7,1
Region Norge;GR0;10.2000;5,33;5
Region Norge;GR0;11.2000;0,96;0,38
Region Norge;GR0;12.2000;-4,18;-5,1
Region Norge;GR0;01.2001;-4,38;-5,56
Region Norge;GR0;02.2001;-9,18;-10,04
Region Norge;GR0;03.2001;-7,26;-8,01
Region Norge;GR0;04.2001;-0,79;-1,14
Region Norge;GR0;05.2001;4,07;4,43
Region Norge;GR0;06.2001;8,11;9,12
Region Norge;GR0;07.2001;10,86;11,85
Region Norge;GR0;08.2001;10,55;10,63
Region Norge;GR0;09.2001;7,48;7,42
Region Norge;GR0;10.2001;3,66;3,33
Region Norge;GR0;11.2001;-1,95;-2,53
Region Norge;GR0;12.2001;-6,09;-7,02
Region Norge;GR0;01.2002;-5,03;-6,21
Region Norge;GR0;02.2002;-4,18;-5,01
Region Norge;GR0;03.2002;-3,3;-4,02
Region Norge;GR0;04.2002;2,24;1,89
Region Norge;GR0;05.2002;6,47;6,82
Region Norge;GR0;06.2002;9,9;10,9
Region Norge;GR0;07.2002;11,6;12,59
Region Norge;GR0;08.2002;13,8;13,88
Region Norge;GR0;09.2002;7,2;7,14
Region Norge;GR0;10.2002;-0,64;-0,99
Region Norge;GR0;11.2002;-5,58;-6,19
Region Norge;GR0;12.2002;-7,94;-8,88
Region Norge;GR0;01.2003;-7,91;-9,09
Region Norge;GR0;02.2003;-4,59;-5,46
Region Norge;GR0;03.2003;-1,58;-2,32
Region Norge;GR0;04.2003;0,71;0,35
Region Norge;GR0;05.2003;4,26;4,6
Region Norge;GR0;06.2003;8,72;9,72
Region Norge;GR0;07.2003;13,35;14,34
Region Norge;GR0;08.2003;11,38;11,45
Region Norge;GR0;09.2003;6,86;6,8
Region Norge;GR0;10.2003;0,17;-0,17
Region Norge;GR0;11.2003;-0,6;-1,2
Region Norge;GR0;12.2003;-3,87;-4,8
Region Norge;GR0;01.2004;-6,98;-8,17
Region Norge;GR0;02.2004;-5,45;-6,31
Region Norge;GR0;03.2004;-2,17;-2,9
Region Norge;GR0;04.2004;2,27;1,91
Region Norge;GR0;05.2004;5,05;5,4
Region Norge;GR0;06.2004;7,41;8,41
Region Norge;GR0;07.2004;11,04;12,02
Region Norge;GR0;08.2004;12,06;12,14
Region Norge;GR0;09.2004;7,28;7,22
Region Norge;GR0;10.2004;2,32;1,98
Region Norge;GR0;11.2004;-2,74;-3,34
Region Norge;GR0;12.2004;-2,29;-3,22
Region Norge;GR0;01.2005;-2,39;-3,57
Region Norge;GR0;02.2005;-4,99;-5,85
Region Norge;GR0;03.2005;-4,78;-5,54
Region Norge;GR0;04.2005;1,33;0,95
Region Norge;GR0;05.2005;3,06;3,4
Region Norge;GR0;06.2005;7,72;8,72
Region Norge;GR0;07.2005;12,2;13,16
Region Norge;GR0;08.2005;10,63;10,69
Region Norge;GR0;09.2005;7,08;7,03
Region Norge;GR0;10.2005;3,86;3,49
Region Norge;GR0;11.2005;0,25;-0,33
Region Norge;GR0;12.2005;-4,96;-5,9
Region Norge;GR0;01.2006;-4,03;-5,3
Region Norge;GR0;02.2006;-5,68;-6,51
Region Norge;GR0;03.2006;-8,06;-8,72
Region Norge;GR0;04.2006;0,23;-0,2
Region Norge;GR0;05.2006;5,02;5,34
Region Norge;GR0;06.2006;8,84;9,83
Region Norge;GR0;07.2006;12,26;13,24
Region Norge;GR0;08.2006;12,91;12,92
Region Norge;GR0;09.2006;9,03;8,97
Region Norge;GR0;10.2006;2,68;2,24
Region Norge;GR0;11.2006;-0,27;-0,8
Region Norge;GR0;12.2006;0,18;-0,78
Region Norge;GR0;01.2007;-4,8;-5,9
Region Norge;GR0;02.2007;-8,18;-9,07
Region Norge;GR0;03.2007;-0,4;-1,1
Region Norge;GR0;04.2007;1,19;0,83
Region Norge;GR0;05.2007;4,04;4,54
Region Norge;GR0;06.2007;9,55;10,6
Region Norge;GR0;07.2007;11,07;12,08
Region Norge;GR0;08.2007;10,81;10,87
Region Norge;GR0;09.2007;5,69;5,67
Region Norge;GR0;10.2007;3,41;3,1
Region Norge;GR0;11.2007;-2,49;-2,99
Region Norge;GR0;12.2007;-3,15;-4,02
Region Norge;GR0;01.2008;-2,78;-3,99
Region Norge;GR0;02.2008;-2,56;-3,43
Region Norge;GR0;03.2008;-4,51;-5,19
Region Norge;GR0;04.2008;0,29;0,01
Region Norge;GR0;05.2008;4,62;5,01
Region Norge;GR0;06.2008;8,06;9,15
Region Norge;GR0;07.2008;11,66;12,7
Region Norge;GR0;08.2008;10,14;10,14
Region Norge;GR0;09.2008;6,64;6,48
Region Norge;GR0;10.2008;2,49;2,16
Region Norge;GR0;11.2008;-2,12;-2,75
Region Norge;GR0;12.2008;-3,92;-4,95
Region Norge;GR0;01.2009;-4,41;-5,66
Region Norge;GR0;02.2009;-7,96;-8,9
Region Norge;GR0;03.2009;-2,78;-3,57
Region Norge;GR0;04.2009;1,99;1,6
Region Norge;GR0;05.2009;5,54;5,85
Region Norge;GR0;06.2009;7,76;8,73
Region Norge;GR0;07.2009;11,3;12,25
Region Norge;GR0;08.2009;11,55;11,59
Region Norge;GR0;09.2009;7,78;7,68
Region Norge;GR0;10.2009;0,21;-0,19
Region Norge;GR0;11.2009;-0,05;-0,71
Region Norge;GR0;12.2009;-6,91;-7,92
Region Norge;GR0;01.2010;-9,94;-11,23
Region Norge;GR0;02.2010;-10,63;-11,58
Region Norge;GR0;03.2010;-4,71;-5,51
Region Norge;GR0;04.2010;0,58;0,17
Region Norge;GR0;05.2010;4,13;4,43
Region Norge;GR0;06.2010;7,28;8,25
Region Norge;GR0;07.2010;11,48;12,44
Region Norge;GR0;08.2010;10,79;10,84
Region Norge;GR0;09.2010;6,73;6,63
Region Norge;GR0;10.2010;2,1;1,7
Region Norge;GR0;11.2010;-6,95;-7,62
Region Norge;GR0;12.2010;-10,59;-11,63
Region Norge;GR0;01.2011;-5,88;-7,13
Region Norge;GR0;02.2011;-8,27;-9,21
Region Norge;GR0;03.2011;-3,19;-3,98
Region Norge;GR0;04.2011;3,13;2,75
Region Norge;GR0;05.2011;4,87;5,17
Region Norge;GR0;06.2011;9,36;10,32
Region Norge;GR0;07.2011;11,45;12,42
Region Norge;GR0;08.2011;11,23;11,27
Region Norge;GR0;09.2011;8,62;8,51
Region Norge;GR0;10.2011;3,9;3,51
Region Norge;GR0;11.2011;1,63;0,98
Region Norge;GR0;12.2011;-2,57;-3,57
Region Norge;GR0;01.2012;-5,63;-6,88
Region Norge;GR0;02.2012;-5,85;-6,78
Region Norge;GR0;03.2012;-0,13;-0,91
Region Norge;GR0;04.2012;-0,95;-1,37
Region Norge;GR0;05.2012;4,22;4,53
Region Norge;GR0;06.2012;6,92;7,86
Region Norge;GR0;07.2012;9,91;10,86
Region Norge;GR0;08.2012;10,4;10,45
Region Norge;GR0;09.2012;6,03;5,92
Region Norge;GR0;10.2012;1,04;0,64
Region Norge;GR0;11.2012;-0,57;-1,23
Region Norge;GR0;12.2012;-8,45;-9,49
Region Norge;GR0;01.2013;-7,13;-8,43
Region Norge;GR0;02.2013;-6,86;-7,83
Region Norge;GR0;03.2013;-7,54;-8,37
Region Norge;GR0;04.2013;-0,9;-1,32
Region Norge;GR0;05.2013;6,78;7,07
Region Norge;GR0;06.2013;9,11;10,05
Region Norge;GR0;07.2013;11,45;12,4
Region Norge;GR0;08.2013;11,27;11,3
Region Norge;GR0;09.2013;8,06;7,94
Region Norge;GR0;10.2013;2,75;2,36
Region Norge;GR0;11.2013;-1,47;-2,14
Region Norge;GR0;12.2013;-1,6;-2,59
Region Norge;GR0;01.2014;-6,35;-7,62
Region Norge;GR0;02.2014;-0,98;-1,91
Region Norge;GR0;03.2014;-0,65;-1,43
Region Norge;GR0;04.2014;1,56;1,16
Region Norge;GR0;05.2014;4,75;5,05
Region Norge;GR0;06.2014;8,41;9,36
Region Norge;GR0;07.2014;14,51;15,46
Region Norge;GR0;08.2014;11,22;11,25
Region Norge;GR0;09.2014;7,76;7,66
Region Norge;GR0;10.2014;3,93;3,54
Region Norge;GR0;11.2014;-0,64;-1,31
Region Norge;GR0;12.2014;-4,29;-5,31
Region Norge;GR0;01.2015;-4,51;-5,77
Region Norge;GR0;02.2015;-2,81;-3,73
Region Norge;GR0;03.2015;-0,71;-1,51
Region Norge;GR0;04.2015;0,99;0,58
Region Norge;GR0;05.2015;3,4;3,67
Region Norge;GR0;06.2015;6,48;7,43
Region Norge;GR0;07.2015;9,55;10,49
Region Norge;GR0;08.2015;11,95;11,98
Region Norge;GR0;09.2015;8,31;8,19
Region Norge;GR0;10.2015;3,23;2,82
Region Norge;GR0;11.2015;-0,22;-0,89
Region Norge;GR0;12.2015;-1,38;-2,39
Region Norge;GR0;01.2016;-8,55;-9,84
Region Norge;GR0;02.2016;-4,59;-5,54
Region Norge;GR0;03.2016;-1,47;-2,27
Region Norge;GR0;04.2016;0,61;0,18
Region Norge;GR0;05.2016;6,2;6,49
Region Norge;GR0;06.2016;8,93;9,9
Region Norge;GR0;07.2016;11,19;12,13
Region Norge;GR0;08.2016;10,26;10,29
Region Norge;GR0;09.2016;9,62;9,51
Region Norge;GR0;10.2016;2,25;1,83
Region Norge;GR0;11.2016;-2,8;-3,49
Region Norge;GR0;12.2016;-1,17;-2,18
Region Norge;GR0;01.2017;-3,28;-4,55
Region Norge;GR0;02.2017;-4,36;-5,3
Region Norge;GR0;03.2017;-2,47;-3,25
Region Norge;GR0;04.2017;-0,6;-1,01
Region Norge;GR0;05.2017;4,18;4,48
Region Norge;GR0;06.2017;8,1;9,05
Region Norge;GR0;07.2017;10,38;11,32
Region Norge;GR0;08.2017;10,17;10,18
Region Norge;GR0;09.2017;8,19;8,07
Region Norge;GR0;10.2017;3,08;2,68
Region Norge;GR0;11.2017;-2,6;-3,28
Region Norge;GR0;12.2017;-4,835;-5,84
Region Norge;GR0;01.2018;-5,57;-6,83
Region Norge;GR0;02.2018;-7,77;-8,71
Region Norge;GR0;03.2018;-7,29;-8,08
Region Norge;GR0;04.2018;0,551;0,15
Region Norge;GR0;05.2018;8,521;8,84
Region Norge;GR0;06.2018;8,701;9,68
Region Norge;GR0;07.2018;14,53;15,51
Region Norge;GR0;08.2018;10,76;10,8
Region Norge;GR0;09.2018;7,51;7,41
Region Norge;GR0;10.2018;2,53;2,14
Region Norge;GR0;11.2018;0,65;-0,01
Region Norge;GR0;12.2018;-3,66;-4,66
Region Norge;GR0;01.2019;-5,98;-7,23
Region Norge;GR0;02.2019;-3,56;-4,47
Region Norge;GR0;03.2019;-3,31;-4,1
Region Norge;GR0;04.2019;2,46;2,05
Region Norge;GR0;05.2019;3,83;4,14
Region Norge;GR0;06.2019;8,66;9,63
Region Norge;GR0;07.2019;11,58;12,54
Region Norge;GR0;08.2019;11,84;11,89
Region Norge;GR0;09.2019;6,71;6,61
Region Norge;GR0;10.2019;0,66;0,27
Region Norge;GR0;11.2019;-3,98;-4,64
Region Norge;GR0;12.2019;-2,41;-3,4
Region Norge;GR0;01.2020;-1,05;-2,27
Region Norge;GR0;02.2020;-2,99;-3,91
Region Norge;GR0;03.2020;-2,12;-2,9
Region Norge;GR0;04.2020;0,41;0,02
Region Norge;GR0;05.2020;2,95;3,25
Region Norge;GR0;06.2020;11,34;12,31
Region Norge;GR0;07.2020;9,59;10,52
Region Norge;GR0;08.2020;11,53;11,58
Region Norge;GR0;09.2020;7,71;7,61
Region Norge;GR0;10.2020;3,57;3,18
Region Norge;GR0;11.2020;1,63;0,98
Region Norge;GR0;12.2020;-1,18;-2,17
Region Norge;GR0;01.2021;-;-9,74
Region Norge;GR0;02.2021;-;-8,53
Region Norge;GR0;03.2021;-;-2,4
Region Norge;GR0;04.2021;-;-0,7
Region Norge;GR0;05.2021;-;4,59
Region Norge;GR0;06.2021;-;11,45
Region Norge;GR0;07.2021;-;13,85
Region Norge;GR0;08.2021;-;10,68
Region Norge;GR0;09.2021;-;7,82
Region Norge;GR0;10.2021;-;3,63
Region Norge;GR0;11.2021;-;-2,56
Region Norge;GR0;12.2021;-;-7,14
Region Norge;GR0;01.2022;-;-4,57
Region Norge;GR0;02.2022;-;-5,34
Region Norge;GR0;03.2022;-;-1,91
Region Norge;GR0;04.2022;-;-0,2
Region Norge;GR0;05.2022;-;5,08
Region Norge;GR0;06.2022;-;10,92
Region Norge;GR0;07.2022;-;11,98
Region Norge;GR0;08.2022;-;11,94
Region Norge;GR0;09.2022;-;7,18
Region Norge;GR0;10.2022;-;3,44
Region Norge;GR0;11.2022;-;-0,19
Region Norge;GR0;12.2022;-;-8,08
Region Norge;GR0;01.2023;-;-5,02
Region Norge;GR0;02.2023;-;-3,73
Region Norge;GR0;03.2023;-;-6,98
Region Norge;GR0;04.2023;-;0,38
Region Norge;GR0;05.2023;-;5,15
Region Norge;GR0;06.2023;-;11,8
Region Norge;GR0;07.2023;-;12,13
Region Norge;GR0;08.2023;-;12,07
Region Norge;GR0;09.2023;-;9,01
Region Norge;GR0;10.2023;-;0,17
Region Norge;GR0;11.2023;-;-5,84
Region Norge;GR0;12.2023;-;-8,42
Region Norge;GR0;01.2024;-;-8,44
Region Norge;GR0;02.2024;-;-5,79
Region Norge;GR0;03.2024;-;-2,2
Region Norge;GR0;04.2024;-;-0,43
Region Norge;GR0;05.2024;-;8,89
Region Norge;GR0;06.2024;-;10,59
Region Norge;GR0;07.2024;-;12,98
Region Norge;GR0;08.2024;-;12,61
Region Norge;GR0;09.2024;-;8,6
Region Norge;GR0;10.2024;-;3,53
Region Norge;GR0;11.2024;-;-1,36
Region Norge;GR0;12.2024;-;-3,49
Region Norge;GR0;01.2025;-;-6,03
Region Norge;GR0;02.2025;-;-4,33
Data er gyldig per 02.04.2025 (CC BY 4.0), Meteorologisk institutt (MET);;;;
