"kjønn";"alder";"år";"Personer"
"Kvinner";99;1995;203
"Kvinner";99;1996;221
"Kvinner";99;1997;237
"Kvinner";99;1998;219
"Kvinner";99;1999;236
"Kvinner";99;2000;238
"Kvinner";99;2001;253
"Kvinner";99;2002;261
"Kvinner";99;2003;269
"Kvinner";99;2004;270
"Kvinner";99;2005;294
"Kvinner";99;2006;311
"Kvinner";99;2007;324
"Kvinner";99;2008;359
"Kvinner";99;2009;340
"Kvinner";99;2010;381
"Kvinner";99;2011;436
"Kvinner";99;2012;468
"Kvinner";99;2013;429
"Kvinner";99;2014;464
"Kvinner";99;2015;482
"Kvinner";99;2016;489
"Kvinner";99;2017;529
"Kvinner";99;2018;572
"Kvinner";99;2019;556
"Kvinner";99;2020;688
"Kvinner";99;2021;675
"Kvinner";99;2022;638
"Kvinner";99;2023;597
"Kvinner";99;2024;697
"Kvinner";99;2025;637
"Kvinner";100;1986;74
"Kvinner";100;1987;74
"Kvinner";100;1988;92
"Kvinner";100;1989;86
"Kvinner";100;1990;96
"Kvinner";100;1991;104
"Kvinner";100;1992;122
"Kvinner";100;1993;121
"Kvinner";100;1994;126
"Kvinner";100;1995;142
"Kvinner";100;1996;136
"Kvinner";100;1997;143
"Kvinner";100;1998;155
"Kvinner";100;1999;146
"Kvinner";100;2000;147
"Kvinner";100;2001;152
"Kvinner";100;2002;161
"Kvinner";100;2003;166
"Kvinner";100;2004;182
"Kvinner";100;2005;184
"Kvinner";100;2006;181
"Kvinner";100;2007;205
"Kvinner";100;2008;205
"Kvinner";100;2009;227
"Kvinner";100;2010;213
"Kvinner";100;2011;228
"Kvinner";100;2012;287
"Kvinner";100;2013;301
"Kvinner";100;2014;282
"Kvinner";100;2015;306
"Kvinner";100;2016;329
"Kvinner";100;2017;327
"Kvinner";100;2018;360
"Kvinner";100;2019;365
"Kvinner";100;2020;358
"Kvinner";100;2021;453
"Kvinner";100;2022;438
"Kvinner";100;2023;423
"Kvinner";100;2024;391
"Kvinner";100;2025;468
"Kvinner";101;1986;49
"Kvinner";101;1987;56
"Kvinner";101;1988;54
"Kvinner";101;1989;60
"Kvinner";101;1990;59
"Kvinner";101;1991;68
"Kvinner";101;1992;64
"Kvinner";101;1993;79
"Kvinner";101;1994;74
"Kvinner";101;1995;77
"Kvinner";101;1996;86
"Kvinner";101;1997;66
"Kvinner";101;1998;79
"Kvinner";101;1999;85
"Kvinner";101;2000;87
"Kvinner";101;2001;81
"Kvinner";101;2002;89
"Kvinner";101;2003;97
"Kvinner";101;2004;95
"Kvinner";101;2005;118
"Kvinner";101;2006;113
"Kvinner";101;2007;130
"Kvinner";101;2008;117
"Kvinner";101;2009;131
"Kvinner";101;2010;146
"Kvinner";101;2011;131
"Kvinner";101;2012;140
"Kvinner";101;2013;172
"Kvinner";101;2014;197
"Kvinner";101;2015;180
"Kvinner";101;2016;195
"Kvinner";101;2017;203
"Kvinner";101;2018;197
"Kvinner";101;2019;250
"Kvinner";101;2020;227
"Kvinner";101;2021;232
"Kvinner";101;2022;289
"Kvinner";101;2023;256
"Kvinner";101;2024;266
"Kvinner";101;2025;245
"Kvinner";102;1986;31
"Kvinner";102;1987;35
"Kvinner";102;1988;38
"Kvinner";102;1989;27
"Kvinner";102;1990;38
"Kvinner";102;1991;33
"Kvinner";102;1992;40
"Kvinner";102;1993;44
"Kvinner";102;1994;46
"Kvinner";102;1995;46
"Kvinner";102;1996;53
"Kvinner";102;1997;62
"Kvinner";102;1998;41
"Kvinner";102;1999;48
"Kvinner";102;2000;44
"Kvinner";102;2001;48
"Kvinner";102;2002;44
"Kvinner";102;2003;56
"Kvinner";102;2004;66
"Kvinner";102;2005;61
"Kvinner";102;2006;78
"Kvinner";102;2007;74
"Kvinner";102;2008;89
"Kvinner";102;2009;74
"Kvinner";102;2010;78
"Kvinner";102;2011;94
"Kvinner";102;2012;83
"Kvinner";102;2013;79
"Kvinner";102;2014;99
"Kvinner";102;2015;122
"Kvinner";102;2016;117
"Kvinner";102;2017;112
"Kvinner";102;2018;133
"Kvinner";102;2019;110
"Kvinner";102;2020;166
"Kvinner";102;2021;142
"Kvinner";102;2022;146
"Kvinner";102;2023;164
"Kvinner";102;2024;151
"Kvinner";102;2025;167
"Kvinner";103;1986;16
"Kvinner";103;1987;19
"Kvinner";103;1988;25
"Kvinner";103;1989;25
"Kvinner";103;1990;11
"Kvinner";103;1991;21
"Kvinner";103;1992;18
"Kvinner";103;1993;26
"Kvinner";103;1994;26
"Kvinner";103;1995;32
"Kvinner";103;1996;30
"Kvinner";103;1997;35
"Kvinner";103;1998;37
"Kvinner";103;1999;23
"Kvinner";103;2000;33
"Kvinner";103;2001;27
"Kvinner";103;2002;28
"Kvinner";103;2003;24
"Kvinner";103;2004;27
"Kvinner";103;2005;47
"Kvinner";103;2006;35
"Kvinner";103;2007;39
"Kvinner";103;2008;43
"Kvinner";103;2009;52
"Kvinner";103;2010;40
"Kvinner";103;2011;46
"Kvinner";103;2012;54
"Kvinner";103;2013;42
"Kvinner";103;2014;47
"Kvinner";103;2015;58
"Kvinner";103;2016;77
"Kvinner";103;2017;66
"Kvinner";103;2018;76
"Kvinner";103;2019;82
"Kvinner";103;2020;73
"Kvinner";103;2021;97
"Kvinner";103;2022;77
"Kvinner";103;2023;82
"Kvinner";103;2024;90
"Kvinner";103;2025;80
"Kvinner";104;1986;6
"Kvinner";104;1987;10
"Kvinner";104;1988;12
"Kvinner";104;1989;13
"Kvinner";104;1990;15
"Kvinner";104;1991;6
"Kvinner";104;1992;9
"Kvinner";104;1993;12
"Kvinner";104;1994;18
"Kvinner";104;1995;16
"Kvinner";104;1996;16
"Kvinner";104;1997;12
"Kvinner";104;1998;21
"Kvinner";104;1999;24
"Kvinner";104;2000;11
"Kvinner";104;2001;21
"Kvinner";104;2002;19
"Kvinner";104;2003;14
"Kvinner";104;2004;12
"Kvinner";104;2005;14
"Kvinner";104;2006;22
"Kvinner";104;2007;24
"Kvinner";104;2008;23
"Kvinner";104;2009;24
"Kvinner";104;2010;29
"Kvinner";104;2011;25
"Kvinner";104;2012;24
"Kvinner";104;2013;35
"Kvinner";104;2014;30
"Kvinner";104;2015;28
"Kvinner";104;2016;33
"Kvinner";104;2017;43
"Kvinner";104;2018;37
"Kvinner";104;2019;41
"Kvinner";104;2020;51
"Kvinner";104;2021;47
"Kvinner";104;2022;54
"Kvinner";104;2023;39
"Kvinner";104;2024;53
"Kvinner";104;2025;56
"Kvinner";105;1986;8
"Kvinner";105;1987;9
"Kvinner";105;1988;11
"Kvinner";105;1989;12
"Kvinner";105;1990;7
"Kvinner";105;1991;14
"Kvinner";105;1992;15
"Kvinner";105;1993;13
"Kvinner";105;1994;13
"Kvinner";105;1995;16
"Kvinner";105;1996;15
"Kvinner";105;1997;22
"Kvinner";105;1998;18
"Kvinner";105;1999;20
"Kvinner";105;2000;29
"Kvinner";105;2001;24
"Kvinner";105;2002;22
"Kvinner";105;2003;21
"Kvinner";105;2004;20
"Kvinner";105;2005;14
"Kvinner";105;2006;18
"Kvinner";105;2007;23
"Kvinner";105;2008;33
"Kvinner";105;2009;28
"Kvinner";105;2010;27
"Kvinner";105;2011;27
"Kvinner";105;2012;29
"Kvinner";105;2013;27
"Kvinner";105;2014;29
"Kvinner";105;2015;35
"Kvinner";105;2016;37
"Kvinner";105;2017;44
"Kvinner";105;2018;50
"Kvinner";105;2019;52
"Kvinner";105;2020;54
"Kvinner";105;2021;75
"Kvinner";105;2022;76
"Kvinner";105;2023;76
"Kvinner";105;2024;76
"Kvinner";105;2025;72
"Menn";0;1986;26175
"Menn";0;1987;26923
"Menn";0;1988;27394
"Menn";0;1989;29332
"Menn";0;1990;30325
"Menn";0;1991;31120
"Menn";0;1992;31170
"Menn";0;1993;31055
"Menn";0;1994;30500
"Menn";0;1995;30842
"Menn";0;1996;30940
"Menn";0;1997;31403
"Menn";0;1998;30668
"Menn";0;1999;29852
"Menn";0;2000;30485
"Menn";0;2001;30388
"Menn";0;2002;29042
"Menn";0;2003;28427
"Menn";0;2004;29076
"Menn";0;2005;29272
"Menn";0;2006;29165
"Menn";0;2007;30077
"Menn";0;2008;30054
"Menn";0;2009;31239
"Menn";0;2010;31928
"Menn";0;2011;31573
"Menn";0;2012;31136
"Menn";0;2013;31026
"Menn";0;2014;30330
"Menn";0;2015;30544
"Menn";0;2016;30545
"Menn";0;2017;30650
"Menn";0;2018;29337
"Menn";0;2019;28556
"Menn";0;2020;28208
"Menn";0;2021;27129
"Menn";0;2022;28886
"Menn";0;2023;26681
"Menn";0;2024;26771
"Menn";0;2025;27962
"Menn";1;1986;25768
"Menn";1;1987;26230
"Menn";1;1988;27092
"Menn";1;1989;27531
"Menn";1;1990;29434
"Menn";1;1991;30387
"Menn";1;1992;31234
"Menn";1;1993;31410
"Menn";1;1994;31308
"Menn";1;1995;30630
"Menn";1;1996;30953
"Menn";1;1997;31078
"Menn";1;1998;31558
"Menn";1;1999;30910
"Menn";1;2000;30134
"Menn";1;2001;30655
"Menn";1;2002;30549
"Menn";1;2003;29269
"Menn";1;2004;28641
"Menn";1;2005;29346
"Menn";1;2006;29535
"Menn";1;2007;29507
"Menn";1;2008;30519
"Menn";1;2009;30466
"Menn";1;2010;31697
"Menn";1;2011;32375
"Menn";1;2012;32004
"Menn";1;2013;31653
"Menn";1;2014;31532
"Menn";1;2015;30674
"Menn";1;2016;30896
"Menn";1;2017;30862
"Menn";1;2018;31029
"Menn";1;2019;29649
"Menn";1;2020;28847
"Menn";1;2021;28422
"Menn";1;2022;27378
"Menn";1;2023;29378
"Menn";1;2024;27202
"Menn";1;2025;27105
"Menn";2;1986;25831
"Menn";2;1987;25826
"Menn";2;1988;26395
"Menn";2;1989;27267
"Menn";2;1990;27599
"Menn";2;1991;29520
"Menn";2;1992;30496
"Menn";2;1993;31399
"Menn";2;1994;31620
"Menn";2;1995;31432
"Menn";2;1996;30723
"Menn";2;1997;31040
"Menn";2;1998;31261
"Menn";2;1999;31722
"Menn";2;2000;31151
"Menn";2;2001;30257
"Menn";2;2002;30760
"Menn";2;2003;30673
"Menn";2;2004;29417
"Menn";2;2005;28793
"Menn";2;2006;29504
"Menn";2;2007;29732
"Menn";2;2008;29799
"Menn";2;2009;30875
"Menn";2;2010;30815
"Menn";2;2011;32053
"Menn";2;2012;32765
"Menn";2;2013;32432
"Menn";2;2014;32035
"Menn";2;2015;31840
"Menn";2;2016;30827
"Menn";2;2017;31108
"Menn";2;2018;31115
"Menn";2;2019;31187
"Menn";2;2020;29823
"Menn";2;2021;28947
"Menn";2;2022;28560
"Menn";2;2023;27958
"Menn";2;2024;29766
"Menn";2;2025;27442
"Menn";3;1986;26518
"Menn";3;1987;25919
"Menn";3;1988;25923
"Menn";3;1989;26471
"Menn";3;1990;27295
"Menn";3;1991;27635
"Menn";3;1992;29608
"Menn";3;1993;30600
"Menn";3;1994;31540
"Menn";3;1995;31723
"Menn";3;1996;31498
"Menn";3;1997;30791
"Menn";3;1998;31147
"Menn";3;1999;31361
"Menn";3;2000;31893
"Menn";3;2001;31181
"Menn";3;2002;30319
"Menn";3;2003;30859
"Menn";3;2004;30750
"Menn";3;2005;29490
"Menn";3;2006;28894
"Menn";3;2007;29656
"Menn";3;2008;29980
"Menn";3;2009;30030
"Menn";3;2010;31161
"Menn";3;2011;31118
"Menn";3;2012;32369
"Menn";3;2013;33101
"Menn";3;2014;32758
"Menn";3;2015;32289
"Menn";3;2016;32053
"Menn";3;2017;31024
"Menn";3;2018;31261
"Menn";3;2019;31157
"Menn";3;2020;31261
"Menn";3;2021;29825
"Menn";3;2022;29032
"Menn";3;2023;28989
"Menn";3;2024;28338
"Menn";3;2025;29950
"Menn";4;1986;26041
"Menn";4;1987;26565
"Menn";4;1988;26010
"Menn";4;1989;26049
"Menn";4;1990;26520
"Menn";4;1991;27368
"Menn";4;1992;27702
"Menn";4;1993;29700
"Menn";4;1994;30785
"Menn";4;1995;31640
"Menn";4;1996;31798
"Menn";4;1997;31556
"Menn";4;1998;30890
"Menn";4;1999;31251
"Menn";4;2000;31595
"Menn";4;2001;31943
"Menn";4;2002;31238
"Menn";4;2003;30450
"Menn";4;2004;30897
"Menn";4;2005;30851
"Menn";4;2006;29576
"Menn";4;2007;29001
"Menn";4;2008;29878
"Menn";4;2009;30234
"Menn";4;2010;30281
"Menn";4;2011;31333
"Menn";4;2012;31389
"Menn";4;2013;32647
"Menn";4;2014;33362
"Menn";4;2015;32943
"Menn";4;2016;32399
"Menn";4;2017;32213
"Menn";4;2018;31175
"Menn";4;2019;31303
"Menn";4;2020;31274
"Menn";4;2021;31278
"Menn";4;2022;29931
"Menn";4;2023;29454
"Menn";4;2024;29373
"Menn";4;2025;28532
"Menn";5;1986;26509
"Menn";5;1987;26076
"Menn";5;1988;26629
"Menn";5;1989;26126
"Menn";5;1990;26086
"Menn";5;1991;26554
"Menn";5;1992;27440
"Menn";5;1993;27814
"Menn";5;1994;29850
"Menn";5;1995;30850
"Menn";5;1996;31694
"Menn";5;1997;31808
"Menn";5;1998;31636
"Menn";5;1999;30959
"Menn";5;2000;31426
"Menn";5;2001;31630
"Menn";5;2002;32008
"Menn";5;2003;31376
"Menn";5;2004;30510
"Menn";5;2005;30997
"Menn";5;2006;30953
"Menn";5;2007;29728
"Menn";5;2008;29149
"Menn";5;2009;30111
"Menn";5;2010;30518
"Menn";5;2011;30519
"Menn";5;2012;31598
"Menn";5;2013;31671
"Menn";5;2014;32859
"Menn";5;2015;33554
"Menn";5;2016;33159
"Menn";5;2017;32536
"Menn";5;2018;32345
"Menn";5;2019;31242
"Menn";5;2020;31375
"Menn";5;2021;31274
"Menn";5;2022;31337
"Menn";5;2023;30339
"Menn";5;2024;29773
"Menn";5;2025;29558
"Menn";6;1986;26631
"Menn";6;1987;26568
"Menn";6;1988;26165
"Menn";6;1989;26714
"Menn";6;1990;26145
"Menn";6;1991;26126
"Menn";6;1992;26599
"Menn";6;1993;27538
"Menn";6;1994;27969
"Menn";6;1995;29910
"Menn";6;1996;30872
"Menn";6;1997;31706
"Menn";6;1998;31898
"Menn";6;1999;31735
"Menn";6;2000;31138
"Menn";6;2001;31493
"Menn";6;2002;31688
"Menn";6;2003;32156
"Menn";6;2004;31488
"Menn";6;2005;30579
"Menn";6;2006;31138
"Menn";6;2007;31075
"Menn";6;2008;29914
"Menn";6;2009;29349
"Menn";6;2010;30289
"Menn";6;2011;30703
"Menn";6;2012;30681
"Menn";6;2013;31789
"Menn";6;2014;31906
"Menn";6;2015;33018
"Menn";6;2016;33716
"Menn";6;2017;33356
"Menn";6;2018;32655
"Menn";6;2019;32372
"Menn";6;2020;31274
"Menn";6;2021;31350
"Menn";6;2022;31269
"Menn";6;2023;31761
"Menn";6;2024;30629
"Menn";6;2025;29931
"Menn";7;1986;26743
"Menn";7;1987;26672
"Menn";7;1988;26647
"Menn";7;1989;26278
"Menn";7;1990;26742
"Menn";7;1991;26169
"Menn";7;1992;26183
"Menn";7;1993;26725
"Menn";7;1994;27671
"Menn";7;1995;28027
"Menn";7;1996;29940
"Menn";7;1997;30894
"Menn";7;1998;31800
"Menn";7;1999;32005
"Menn";7;2000;31890
"Menn";7;2001;31173
"Menn";7;2002;31542
"Menn";7;2003;31843
"Menn";7;2004;32261
"Menn";7;2005;31598
"Menn";7;2006;30705
"Menn";7;2007;31267
"Menn";7;2008;31258
"Menn";7;2009;30152
"Menn";7;2010;29573
"Menn";7;2011;30447
"Menn";7;2012;30917
"Menn";7;2013;30886
"Menn";7;2014;31972
"Menn";7;2015;32086
"Menn";7;2016;33240
"Menn";7;2017;33931
"Menn";7;2018;33470
"Menn";7;2019;32712
"Menn";7;2020;32462
"Menn";7;2021;31288
"Menn";7;2022;31410
"Menn";7;2023;31747
"Menn";7;2024;32102
"Menn";7;2025;30839
"Menn";8;1986;26300
"Menn";8;1987;26804
"Menn";8;1988;26736
"Menn";8;1989;26712
"Menn";8;1990;26325
"Menn";8;1991;26796
"Menn";8;1992;26244
"Menn";8;1993;26292
"Menn";8;1994;26857
"Menn";8;1995;27755
"Menn";8;1996;28080
"Menn";8;1997;29973
"Menn";8;1998;30957
"Menn";8;1999;31870
"Menn";8;2000;32192
"Menn";8;2001;31955
"Menn";8;2002;31223
"Menn";8;2003;31698
"Menn";8;2004;31943
"Menn";8;2005;32343
"Menn";8;2006;31732
"Menn";8;2007;30835
"Menn";8;2008;31440
"Menn";8;2009;31447
"Menn";8;2010;30352
"Menn";8;2011;29777
"Menn";8;2012;30604
"Menn";8;2013;31126
"Menn";8;2014;31115
"Menn";8;2015;32160
"Menn";8;2016;32282
"Menn";8;2017;33435
"Menn";8;2018;34092
"Menn";8;2019;33540
"Menn";8;2020;32834
"Menn";8;2021;32493
"Menn";8;2022;31345
"Menn";8;2023;31877
"Menn";8;2024;32117
"Menn";8;2025;32276
"Menn";9;1986;27545
"Menn";9;1987;26340
"Menn";9;1988;26873
"Menn";9;1989;26799
"Menn";9;1990;26781
"Menn";9;1991;26365
"Menn";9;1992;26846
"Menn";9;1993;26328
"Menn";9;1994;26429
"Menn";9;1995;26908
"Menn";9;1996;27793
"Menn";9;1997;28098
"Menn";9;1998;30027
"Menn";9;1999;31049
"Menn";9;2000;32038
"Menn";9;2001;32218
"Menn";9;2002;32005
"Menn";9;2003;31345
"Menn";9;2004;31790
"Menn";9;2005;32065
"Menn";9;2006;32495
"Menn";9;2007;31853
"Menn";9;2008;31025
"Menn";9;2009;31621
"Menn";9;2010;31684
"Menn";9;2011;30506
"Menn";9;2012;29925
"Menn";9;2013;30829
"Menn";9;2014;31313
"Menn";9;2015;31290
"Menn";9;2016;32344
"Menn";9;2017;32491
"Menn";9;2018;33634
"Menn";9;2019;34217
"Menn";9;2020;33634
"Menn";9;2021;32878
"Menn";9;2022;32568
"Menn";9;2023;31832
"Menn";9;2024;32239
"Menn";9;2025;32341
"Menn";10;1986;28887
"Menn";10;1987;27582
"Menn";10;1988;26402
"Menn";10;1989;26946
"Menn";10;1990;26825
"Menn";10;1991;26800
"Menn";10;1992;26425
"Menn";10;1993;26908
"Menn";10;1994;26446
"Menn";10;1995;26493
"Menn";10;1996;26926
"Menn";10;1997;27833
"Menn";10;1998;28174
"Menn";10;1999;30127
"Menn";10;2000;31238
"Menn";10;2001;32084
"Menn";10;2002;32255
"Menn";10;2003;32197
"Menn";10;2004;31424
"Menn";10;2005;31881
"Menn";10;2006;32204
"Menn";10;2007;32617
"Menn";10;2008;32067
"Menn";10;2009;31243
"Menn";10;2010;31845
"Menn";10;2011;31859
"Menn";10;2012;30657
"Menn";10;2013;30117
"Menn";10;2014;31032
"Menn";10;2015;31497
"Menn";10;2016;31540
"Menn";10;2017;32587
"Menn";10;2018;32702
"Menn";10;2019;33752
"Menn";10;2020;34323
"Menn";10;2021;33674
"Menn";10;2022;32978
"Menn";10;2023;33040
"Menn";10;2024;32263
"Menn";10;2025;32463
"Menn";11;1986;30541
"Menn";11;1987;28928
"Menn";11;1988;27629
"Menn";11;1989;26450
"Menn";11;1990;26978
"Menn";11;1991;26850
"Menn";11;1992;26866
"Menn";11;1993;26505
"Menn";11;1994;27015
"Menn";11;1995;26510
"Menn";11;1996;26532
"Menn";11;1997;26975
"Menn";11;1998;27891
"Menn";11;1999;28275
"Menn";11;2000;30284
"Menn";11;2001;31304
"Menn";11;2002;32158
"Menn";11;2003;32411
"Menn";11;2004;32310
"Menn";11;2005;31531
"Menn";11;2006;31994
"Menn";11;2007;32311
"Menn";11;2008;32778
"Menn";11;2009;32285
"Menn";11;2010;31461
"Menn";11;2011;32062
"Menn";11;2012;32039
"Menn";11;2013;30825
"Menn";11;2014;30339
"Menn";11;2015;31219
"Menn";11;2016;31726
"Menn";11;2017;31748
"Menn";11;2018;32819
"Menn";11;2019;32858
"Menn";11;2020;33903
"Menn";11;2021;34378
"Menn";11;2022;33803
"Menn";11;2023;33476
"Menn";11;2024;33495
"Menn";11;2025;32515
"Menn";12;1986;31793
"Menn";12;1987;30582
"Menn";12;1988;29011
"Menn";12;1989;27674
"Menn";12;1990;26489
"Menn";12;1991;27032
"Menn";12;1992;26918
"Menn";12;1993;26922
"Menn";12;1994;26596
"Menn";12;1995;27076
"Menn";12;1996;26549
"Menn";12;1997;26583
"Menn";12;1998;27045
"Menn";12;1999;27956
"Menn";12;2000;28431
"Menn";12;2001;30324
"Menn";12;2002;31346
"Menn";12;2003;32326
"Menn";12;2004;32513
"Menn";12;2005;32384
"Menn";12;2006;31649
"Menn";12;2007;32127
"Menn";12;2008;32518
"Menn";12;2009;32966
"Menn";12;2010;32488
"Menn";12;2011;31659
"Menn";12;2012;32271
"Menn";12;2013;32256
"Menn";12;2014;30954
"Menn";12;2015;30498
"Menn";12;2016;31420
"Menn";12;2017;31954
"Menn";12;2018;31939
"Menn";12;2019;32986
"Menn";12;2020;32987
"Menn";12;2021;34036
"Menn";12;2022;34472
"Menn";12;2023;34255
"Menn";12;2024;33891
"Menn";12;2025;33770
"Menn";13;1986;33130
"Menn";13;1987;31806
"Menn";13;1988;30624
"Menn";13;1989;29061
"Menn";13;1990;27724
"Menn";13;1991;26528
"Menn";13;1992;27067
"Menn";13;1993;26964
"Menn";13;1994;27057
"Menn";13;1995;26642
"Menn";13;1996;27112
"Menn";13;1997;26573
"Menn";13;1998;26614
"Menn";13;1999;27113
"Menn";13;2000;28120
"Menn";13;2001;28474
"Menn";13;2002;30387
"Menn";13;2003;31495
"Menn";13;2004;32417
"Menn";13;2005;32627
"Menn";13;2006;32497
"Menn";13;2007;31802
"Menn";13;2008;32279
"Menn";13;2009;32735
"Menn";13;2010;33186
"Menn";13;2011;32681
"Menn";13;2012;31838
"Menn";13;2013;32502
"Menn";13;2014;32449
"Menn";13;2015;31158
"Menn";13;2016;30748
"Menn";13;2017;31744
"Menn";13;2018;32201
"Menn";13;2019;32088
"Menn";13;2020;33146
"Menn";13;2021;33056
"Menn";13;2022;34175
"Menn";13;2023;34985
"Menn";13;2024;34648
"Menn";13;2025;34149
"Menn";14;1986;33641
"Menn";14;1987;33168
"Menn";14;1988;31844
"Menn";14;1989;30676
"Menn";14;1990;29121
"Menn";14;1991;27758
"Menn";14;1992;26570
"Menn";14;1993;27107
"Menn";14;1994;27031
"Menn";14;1995;27109
"Menn";14;1996;26655
"Menn";14;1997;27139
"Menn";14;1998;26617
"Menn";14;1999;26681
"Menn";14;2000;27281
"Menn";14;2001;28182
"Menn";14;2002;28536
"Menn";14;2003;30535
"Menn";14;2004;31609
"Menn";14;2005;32486
"Menn";14;2006;32743
"Menn";14;2007;32591
"Menn";14;2008;31969
"Menn";14;2009;32461
"Menn";14;2010;32975
"Menn";14;2011;33395
"Menn";14;2012;32901
"Menn";14;2013;32044
"Menn";14;2014;32697
"Menn";14;2015;32639
"Menn";14;2016;31454
"Menn";14;2017;31124
"Menn";14;2018;31935
"Menn";14;2019;32377
"Menn";14;2020;32229
"Menn";14;2021;33228
"Menn";14;2022;33199
"Menn";14;2023;34749
"Menn";14;2024;35374
"Menn";14;2025;34942
"Menn";15;1986;33392
"Menn";15;1987;33719
"Menn";15;1988;33217
"Menn";15;1989;31896
"Menn";15;1990;30746
"Menn";15;1991;29178
"Menn";15;1992;27818
"Menn";15;1993;26610
"Menn";15;1994;27215
"Menn";15;1995;27100
"Menn";15;1996;27150
"Menn";15;1997;26702
"Menn";15;1998;27214
"Menn";15;1999;26712
"Menn";15;2000;26818
"Menn";15;2001;27361
"Menn";15;2002;28279
"Menn";15;2003;28712
"Menn";15;2004;30656
"Menn";15;2005;31694
"Menn";15;2006;32617
"Menn";15;2007;32858
"Menn";15;2008;32747
"Menn";15;2009;32165
"Menn";15;2010;32702
"Menn";15;2011;33202
"Menn";15;2012;33590
"Menn";15;2013;33137
"Menn";15;2014;32289
"Menn";15;2015;32904
"Menn";15;2016;32969
"Menn";15;2017;31993
"Menn";15;2018;31326
"Menn";15;2019;32092
"Menn";15;2020;32521
"Menn";15;2021;32323
"Menn";15;2022;33389
"Menn";15;2023;33731
"Menn";15;2024;35230
"Menn";15;2025;35728
"Menn";16;1986;34879
"Menn";16;1987;33446
"Menn";16;1988;33785
"Menn";16;1989;33223
"Menn";16;1990;31921
"Menn";16;1991;30789
"Menn";16;1992;29246
"Menn";16;1993;27882
"Menn";16;1994;26747
"Menn";16;1995;27248
"Menn";16;1996;27143
"Menn";16;1997;27203
"Menn";16;1998;26771
"Menn";16;1999;27314
"Menn";16;2000;26901
"Menn";16;2001;26910
"Menn";16;2002;27460
"Menn";16;2003;28437
"Menn";16;2004;28875
"Menn";16;2005;30802
"Menn";16;2006;31807
"Menn";16;2007;32743
"Menn";16;2008;33037
"Menn";16;2009;32974
"Menn";16;2010;32486
"Menn";16;2011;33033
"Menn";16;2012;33438
"Menn";16;2013;33870
"Menn";16;2014;33426
"Menn";16;2015;32680
"Menn";16;2016;33353
"Menn";16;2017;33697
"Menn";16;2018;32283
"Menn";16;2019;31517
"Menn";16;2020;32300
"Menn";16;2021;32644
"Menn";16;2022;32486
"Menn";16;2023;33891
"Menn";16;2024;34261
"Menn";16;2025;35709
"Menn";17;1986;34711
"Menn";17;1987;34958
"Menn";17;1988;33559
"Menn";17;1989;33823
"Menn";17;1990;33269
"Menn";17;1991;31989
"Menn";17;1992;30887
"Menn";17;1993;29319
"Menn";17;1994;28023
"Menn";17;1995;26810
"Menn";17;1996;27329
"Menn";17;1997;27228
"Menn";17;1998;27286
"Menn";17;1999;26891
"Menn";17;2000;27552
"Menn";17;2001;27102
"Menn";17;2002;27089
"Menn";17;2003;27722
"Menn";17;2004;28621
"Menn";17;2005;29082
"Menn";17;2006;30961
"Menn";17;2007;31950
"Menn";17;2008;32962
"Menn";17;2009;33246
"Menn";17;2010;33450
"Menn";17;2011;33067
"Menn";17;2012;33341
"Menn";17;2013;33743
"Menn";17;2014;34216
"Menn";17;2015;33826
"Menn";17;2016;33174
"Menn";17;2017;34142
"Menn";17;2018;34141
"Menn";17;2019;32501
"Menn";17;2020;31684
"Menn";17;2021;32411
"Menn";17;2022;32807
"Menn";17;2023;32980
"Menn";17;2024;34585
"Menn";17;2025;34889
"Menn";18;1986;34076
"Menn";18;1987;34778
"Menn";18;1988;35110
"Menn";18;1989;33572
"Menn";18;1990;33717
"Menn";18;1991;33291
"Menn";18;1992;32083
"Menn";18;1993;30990
"Menn";18;1994;29449
"Menn";18;1995;28085
"Menn";18;1996;26878
"Menn";18;1997;27411
"Menn";18;1998;27321
"Menn";18;1999;27415
"Menn";18;2000;27082
"Menn";18;2001;27745
"Menn";18;2002;27258
"Menn";18;2003;27308
"Menn";18;2004;27916
"Menn";18;2005;28776
"Menn";18;2006;29205
"Menn";18;2007;31074
"Menn";18;2008;32117
"Menn";18;2009;33175
"Menn";18;2010;33629
"Menn";18;2011;33839
"Menn";18;2012;33369
"Menn";18;2013;33593
"Menn";18;2014;34039
"Menn";18;2015;34478
"Menn";18;2016;34106
"Menn";18;2017;33659
"Menn";18;2018;34544
"Menn";18;2019;34379
"Menn";18;2020;32696
"Menn";18;2021;31829
"Menn";18;2022;32603
"Menn";18;2023;33334
"Menn";18;2024;33803
"Menn";18;2025;35436
"Menn";19;1986;34414
"Menn";19;1987;34111
"Menn";19;1988;35015
"Menn";19;1989;35227
"Menn";19;1990;33324
"Menn";19;1991;33698
"Menn";19;1992;33378
"Menn";19;1993;32134
"Menn";19;1994;31070
"Menn";19;1995;29488
"Menn";19;1996;28112
"Menn";19;1997;26879
"Menn";19;1998;27424
"Menn";19;1999;27435
"Menn";19;2000;27563
"Menn";19;2001;27159
"Menn";19;2002;27794
"Menn";19;2003;27411
"Menn";19;2004;27428
"Menn";19;2005;28001
"Menn";19;2006;28844
"Menn";19;2007;29290
"Menn";19;2008;31272
