"produksjon og forbruk";"måned";"Elektrisk kraft"
"4 Bruttoforbruk av elektrisk kraft";"2016M11";12713894
"4 Bruttoforbruk av elektrisk kraft";"2016M12";13111405
"4 Bruttoforbruk av elektrisk kraft";"2017M01";13902816
"4 Bruttoforbruk av elektrisk kraft";"2017M02";12614372
"4 Bruttoforbruk av elektrisk kraft";"2017M03";12841573
"4 Bruttoforbruk av elektrisk kraft";"2017M04";11072285
"4 Bruttoforbruk av elektrisk kraft";"2017M05";9920138
"4 Bruttoforbruk av elektrisk kraft";"2017M06";9106954
"4 Bruttoforbruk av elektrisk kraft";"2017M07";8619825
"4 Bruttoforbruk av elektrisk kraft";"2017M08";9044839
"4 Bruttoforbruk av elektrisk kraft";"2017M09";9249859
"4 Bruttoforbruk av elektrisk kraft";"2017M10";10989636
"4 Bruttoforbruk av elektrisk kraft";"2017M11";12631455
"4 Bruttoforbruk av elektrisk kraft";"2017M12";14094925
"4 Bruttoforbruk av elektrisk kraft";"2018M01";14523948
"4 Bruttoforbruk av elektrisk kraft";"2018M02";13422840
"4 Bruttoforbruk av elektrisk kraft";"2018M03";14163241
"4 Bruttoforbruk av elektrisk kraft";"2018M04";11202999
"4 Bruttoforbruk av elektrisk kraft";"2018M05";9789501
"4 Bruttoforbruk av elektrisk kraft";"2018M06";8832156
"4 Bruttoforbruk av elektrisk kraft";"2018M07";8389253
"4 Bruttoforbruk av elektrisk kraft";"2018M08";8988447
"4 Bruttoforbruk av elektrisk kraft";"2018M09";9734610
"4 Bruttoforbruk av elektrisk kraft";"2018M10";11616629
"4 Bruttoforbruk av elektrisk kraft";"2018M11";12169667
"4 Bruttoforbruk av elektrisk kraft";"2018M12";13862497
"4 Bruttoforbruk av elektrisk kraft";"2019M01";14564611
"4 Bruttoforbruk av elektrisk kraft";"2019M02";12367084
"4 Bruttoforbruk av elektrisk kraft";"2019M03";13014522
"4 Bruttoforbruk av elektrisk kraft";"2019M04";10562622
"4 Bruttoforbruk av elektrisk kraft";"2019M05";10117132
"4 Bruttoforbruk av elektrisk kraft";"2019M06";9221156
"4 Bruttoforbruk av elektrisk kraft";"2019M07";8634674
"4 Bruttoforbruk av elektrisk kraft";"2019M08";8725535
"4 Bruttoforbruk av elektrisk kraft";"2019M09";9381003
"4 Bruttoforbruk av elektrisk kraft";"2019M10";11472317
"4 Bruttoforbruk av elektrisk kraft";"2019M11";13041161
"4 Bruttoforbruk av elektrisk kraft";"2019M12";13576723
"4 Bruttoforbruk av elektrisk kraft";"2020M01";13457277
"4 Bruttoforbruk av elektrisk kraft";"2020M02";12793903
"4 Bruttoforbruk av elektrisk kraft";"2020M03";13098804
"4 Bruttoforbruk av elektrisk kraft";"2020M04";11015570
"4 Bruttoforbruk av elektrisk kraft";"2020M05";10263557
"4 Bruttoforbruk av elektrisk kraft";"2020M06";8911485
"4 Bruttoforbruk av elektrisk kraft";"2020M07";9000051
"4 Bruttoforbruk av elektrisk kraft";"2020M08";8982008
"4 Bruttoforbruk av elektrisk kraft";"2020M09";9510272
"4 Bruttoforbruk av elektrisk kraft";"2020M10";11193869
"4 Bruttoforbruk av elektrisk kraft";"2020M11";11978171
"4 Bruttoforbruk av elektrisk kraft";"2020M12";13524123
"4 Bruttoforbruk av elektrisk kraft";"2021M01";15587894
"4 Bruttoforbruk av elektrisk kraft";"2021M02";13961083
"4 Bruttoforbruk av elektrisk kraft";"2021M03";13168497
"4 Bruttoforbruk av elektrisk kraft";"2021M04";11614957
"4 Bruttoforbruk av elektrisk kraft";"2021M05";10647230
"4 Bruttoforbruk av elektrisk kraft";"2021M06";9133820
"4 Bruttoforbruk av elektrisk kraft";"2021M07";8815496
"4 Bruttoforbruk av elektrisk kraft";"2021M08";9215053
"4 Bruttoforbruk av elektrisk kraft";"2021M09";9490669
"4 Bruttoforbruk av elektrisk kraft";"2021M10";11099818
"4 Bruttoforbruk av elektrisk kraft";"2021M11";12410029
"4 Bruttoforbruk av elektrisk kraft";"2021M12";14364401
"4 Bruttoforbruk av elektrisk kraft";"2022M01";13864041
"4 Bruttoforbruk av elektrisk kraft";"2022M02";12502840
"4 Bruttoforbruk av elektrisk kraft";"2022M03";12492129
"4 Bruttoforbruk av elektrisk kraft";"2022M04";11009589
"4 Bruttoforbruk av elektrisk kraft";"2022M05";10197629
"4 Bruttoforbruk av elektrisk kraft";"2022M06";9259063
"4 Bruttoforbruk av elektrisk kraft";"2022M07";9226118
"4 Bruttoforbruk av elektrisk kraft";"2022M08";9153324
"4 Bruttoforbruk av elektrisk kraft";"2022M09";9271416
"4 Bruttoforbruk av elektrisk kraft";"2022M10";10894033
"4 Bruttoforbruk av elektrisk kraft";"2022M11";11599770
"4 Bruttoforbruk av elektrisk kraft";"2022M12";13951911
"4 Bruttoforbruk av elektrisk kraft";"2023M01";13674918
"4 Bruttoforbruk av elektrisk kraft";"2023M02";11974103
"4 Bruttoforbruk av elektrisk kraft";"2023M03";13395304
"4 Bruttoforbruk av elektrisk kraft";"2023M04";10856530
"4 Bruttoforbruk av elektrisk kraft";"2023M05";10033698
"4 Bruttoforbruk av elektrisk kraft";"2023M06";8969922
"4 Bruttoforbruk av elektrisk kraft";"2023M07";8997694
"4 Bruttoforbruk av elektrisk kraft";"2023M08";9156612
"4 Bruttoforbruk av elektrisk kraft";"2023M09";9228102
"4 Bruttoforbruk av elektrisk kraft";"2023M10";11819181
"4 Bruttoforbruk av elektrisk kraft";"2023M11";13326884
"4 Bruttoforbruk av elektrisk kraft";"2023M12";14804102
"4 Bruttoforbruk av elektrisk kraft";"2024M01";15381917
"4 Bruttoforbruk av elektrisk kraft";"2024M02";13379557
"4 Bruttoforbruk av elektrisk kraft";"2024M03";12826064
"4 Bruttoforbruk av elektrisk kraft";"2024M04";11443346
"4 Bruttoforbruk av elektrisk kraft";"2024M05";9833737
"4 Bruttoforbruk av elektrisk kraft";"2024M06";9390758
"4 Bruttoforbruk av elektrisk kraft";"2024M07";9226514
"4 Bruttoforbruk av elektrisk kraft";"2024M08";9542163
"4 Bruttoforbruk av elektrisk kraft";"2024M09";9725433
"4 Bruttoforbruk av elektrisk kraft";"2024M10";11462208
"4 Bruttoforbruk av elektrisk kraft";"2024M11";12703670
"4 Bruttoforbruk av elektrisk kraft";"2024M12";13799561
"4 Bruttoforbruk av elektrisk kraft";"2025M01";14752994
"4 Bruttoforbruk av elektrisk kraft";"2025M02";13039050
"6 Nettap og statistisk differanse";"1993M01";..
"6 Nettap og statistisk differanse";"1993M02";..
"6 Nettap og statistisk differanse";"1993M03";..
"6 Nettap og statistisk differanse";"1993M04";..
"6 Nettap og statistisk differanse";"1993M05";..
"6 Nettap og statistisk differanse";"1993M06";..
"6 Nettap og statistisk differanse";"1993M07";..
"6 Nettap og statistisk differanse";"1993M08";..
"6 Nettap og statistisk differanse";"1993M09";..
"6 Nettap og statistisk differanse";"1993M10";..
"6 Nettap og statistisk differanse";"1993M11";..
"6 Nettap og statistisk differanse";"1993M12";..
"6 Nettap og statistisk differanse";"1994M01";..
"6 Nettap og statistisk differanse";"1994M02";..
"6 Nettap og statistisk differanse";"1994M03";..
"6 Nettap og statistisk differanse";"1994M04";..
"6 Nettap og statistisk differanse";"1994M05";..
"6 Nettap og statistisk differanse";"1994M06";..
"6 Nettap og statistisk differanse";"1994M07";..
"6 Nettap og statistisk differanse";"1994M08";..
"6 Nettap og statistisk differanse";"1994M09";..
"6 Nettap og statistisk differanse";"1994M10";..
"6 Nettap og statistisk differanse";"1994M11";..
"6 Nettap og statistisk differanse";"1994M12";..
"6 Nettap og statistisk differanse";"1995M01";..
"6 Nettap og statistisk differanse";"1995M02";..
"6 Nettap og statistisk differanse";"1995M03";..
"6 Nettap og statistisk differanse";"1995M04";..
"6 Nettap og statistisk differanse";"1995M05";..
"6 Nettap og statistisk differanse";"1995M06";..
"6 Nettap og statistisk differanse";"1995M07";..
"6 Nettap og statistisk differanse";"1995M08";..
"6 Nettap og statistisk differanse";"1995M09";..
"6 Nettap og statistisk differanse";"1995M10";..
"6 Nettap og statistisk differanse";"1995M11";..
"6 Nettap og statistisk differanse";"1995M12";..
"6 Nettap og statistisk differanse";"1996M01";..
"6 Nettap og statistisk differanse";"1996M02";..
"6 Nettap og statistisk differanse";"1996M03";..
"6 Nettap og statistisk differanse";"1996M04";..
"6 Nettap og statistisk differanse";"1996M05";..
"6 Nettap og statistisk differanse";"1996M06";..
"6 Nettap og statistisk differanse";"1996M07";..
"6 Nettap og statistisk differanse";"1996M08";..
"6 Nettap og statistisk differanse";"1996M09";..
"6 Nettap og statistisk differanse";"1996M10";..
"6 Nettap og statistisk differanse";"1996M11";..
"6 Nettap og statistisk differanse";"1996M12";..
"6 Nettap og statistisk differanse";"1997M01";..
"6 Nettap og statistisk differanse";"1997M02";..
"6 Nettap og statistisk differanse";"1997M03";..
"6 Nettap og statistisk differanse";"1997M04";..
"6 Nettap og statistisk differanse";"1997M05";..
"6 Nettap og statistisk differanse";"1997M06";..
"6 Nettap og statistisk differanse";"1997M07";..
"6 Nettap og statistisk differanse";"1997M08";..
"6 Nettap og statistisk differanse";"1997M09";..
"6 Nettap og statistisk differanse";"1997M10";..
"6 Nettap og statistisk differanse";"1997M11";..
"6 Nettap og statistisk differanse";"1997M12";..
"6 Nettap og statistisk differanse";"1998M01";..
"6 Nettap og statistisk differanse";"1998M02";..
"6 Nettap og statistisk differanse";"1998M03";..
"6 Nettap og statistisk differanse";"1998M04";..
"6 Nettap og statistisk differanse";"1998M05";..
"6 Nettap og statistisk differanse";"1998M06";..
"6 Nettap og statistisk differanse";"1998M07";..
"6 Nettap og statistisk differanse";"1998M08";..
"6 Nettap og statistisk differanse";"1998M09";..
"6 Nettap og statistisk differanse";"1998M10";..
"6 Nettap og statistisk differanse";"1998M11";..
"6 Nettap og statistisk differanse";"1998M12";..
"6 Nettap og statistisk differanse";"1999M01";..
"6 Nettap og statistisk differanse";"1999M02";..
"6 Nettap og statistisk differanse";"1999M03";..
"6 Nettap og statistisk differanse";"1999M04";..
"6 Nettap og statistisk differanse";"1999M05";..
"6 Nettap og statistisk differanse";"1999M06";..
"6 Nettap og statistisk differanse";"1999M07";..
"6 Nettap og statistisk differanse";"1999M08";..
"6 Nettap og statistisk differanse";"1999M09";..
"6 Nettap og statistisk differanse";"1999M10";..
"6 Nettap og statistisk differanse";"1999M11";..
"6 Nettap og statistisk differanse";"1999M12";..
"6 Nettap og statistisk differanse";"2000M01";..
"6 Nettap og statistisk differanse";"2000M02";..
"6 Nettap og statistisk differanse";"2000M03";..
"6 Nettap og statistisk differanse";"2000M04";..
"6 Nettap og statistisk differanse";"2000M05";..
"6 Nettap og statistisk differanse";"2000M06";..
"6 Nettap og statistisk differanse";"2000M07";..
"6 Nettap og statistisk differanse";"2000M08";..
"6 Nettap og statistisk differanse";"2000M09";..
"6 Nettap og statistisk differanse";"2000M10";..
"6 Nettap og statistisk differanse";"2000M11";..
"6 Nettap og statistisk differanse";"2000M12";..
"6 Nettap og statistisk differanse";"2001M01";..
"6 Nettap og statistisk differanse";"2001M02";..
"6 Nettap og statistisk differanse";"2001M03";..
"6 Nettap og statistisk differanse";"2001M04";..
"6 Nettap og statistisk differanse";"2001M05";..
"6 Nettap og statistisk differanse";"2001M06";..
"6 Nettap og statistisk differanse";"2001M07";..
"6 Nettap og statistisk differanse";"2001M08";..
"6 Nettap og statistisk differanse";"2001M09";..
"6 Nettap og statistisk differanse";"2001M10";..
"6 Nettap og statistisk differanse";"2001M11";..
"6 Nettap og statistisk differanse";"2001M12";..
"6 Nettap og statistisk differanse";"2002M01";..
"6 Nettap og statistisk differanse";"2002M02";..
"6 Nettap og statistisk differanse";"2002M03";..
"6 Nettap og statistisk differanse";"2002M04";..
"6 Nettap og statistisk differanse";"2002M05";..
"6 Nettap og statistisk differanse";"2002M06";..
"6 Nettap og statistisk differanse";"2002M07";..
"6 Nettap og statistisk differanse";"2002M08";..
"6 Nettap og statistisk differanse";"2002M09";..
"6 Nettap og statistisk differanse";"2002M10";..
"6 Nettap og statistisk differanse";"2002M11";..
"6 Nettap og statistisk differanse";"2002M12";..
"6 Nettap og statistisk differanse";"2003M01";..
"6 Nettap og statistisk differanse";"2003M02";..
"6 Nettap og statistisk differanse";"2003M03";..
"6 Nettap og statistisk differanse";"2003M04";..
"6 Nettap og statistisk differanse";"2003M05";..
"6 Nettap og statistisk differanse";"2003M06";..
"6 Nettap og statistisk differanse";"2003M07";..
"6 Nettap og statistisk differanse";"2003M08";..
"6 Nettap og statistisk differanse";"2003M09";..
"6 Nettap og statistisk differanse";"2003M10";..
"6 Nettap og statistisk differanse";"2003M11";..
"6 Nettap og statistisk differanse";"2003M12";..
"6 Nettap og statistisk differanse";"2004M01";..
"6 Nettap og statistisk differanse";"2004M02";..
"6 Nettap og statistisk differanse";"2004M03";..
"6 Nettap og statistisk differanse";"2004M04";..
"6 Nettap og statistisk differanse";"2004M05";..
"6 Nettap og statistisk differanse";"2004M06";..
"6 Nettap og statistisk differanse";"2004M07";..
"6 Nettap og statistisk differanse";"2004M08";..
"6 Nettap og statistisk differanse";"2004M09";..
"6 Nettap og statistisk differanse";"2004M10";..
"6 Nettap og statistisk differanse";"2004M11";..
"6 Nettap og statistisk differanse";"2004M12";..
"6 Nettap og statistisk differanse";"2005M01";..
"6 Nettap og statistisk differanse";"2005M02";..
"6 Nettap og statistisk differanse";"2005M03";..
"6 Nettap og statistisk differanse";"2005M04";..
"6 Nettap og statistisk differanse";"2005M05";..
"6 Nettap og statistisk differanse";"2005M06";..
"6 Nettap og statistisk differanse";"2005M07";..
"6 Nettap og statistisk differanse";"2005M08";..
"6 Nettap og statistisk differanse";"2005M09";..
"6 Nettap og statistisk differanse";"2005M10";..
"6 Nettap og statistisk differanse";"2005M11";..
"6 Nettap og statistisk differanse";"2005M12";..
"6 Nettap og statistisk differanse";"2006M01";..
"6 Nettap og statistisk differanse";"2006M02";..
"6 Nettap og statistisk differanse";"2006M03";..
"6 Nettap og statistisk differanse";"2006M04";..
"6 Nettap og statistisk differanse";"2006M05";..
"6 Nettap og statistisk differanse";"2006M06";..
"6 Nettap og statistisk differanse";"2006M07";..
"6 Nettap og statistisk differanse";"2006M08";..
"6 Nettap og statistisk differanse";"2006M09";..
"6 Nettap og statistisk differanse";"2006M10";..
"6 Nettap og statistisk differanse";"2006M11";..
"6 Nettap og statistisk differanse";"2006M12";..
"6 Nettap og statistisk differanse";"2007M01";..
"6 Nettap og statistisk differanse";"2007M02";..
"6 Nettap og statistisk differanse";"2007M03";..
"6 Nettap og statistisk differanse";"2007M04";..
"6 Nettap og statistisk differanse";"2007M05";..
"6 Nettap og statistisk differanse";"2007M06";..
"6 Nettap og statistisk differanse";"2007M07";..
"6 Nettap og statistisk differanse";"2007M08";..
"6 Nettap og statistisk differanse";"2007M09";..
"6 Nettap og statistisk differanse";"2007M10";..
"6 Nettap og statistisk differanse";"2007M11";..
"6 Nettap og statistisk differanse";"2007M12";..
"6 Nettap og statistisk differanse";"2008M01";..
"6 Nettap og statistisk differanse";"2008M02";..
"6 Nettap og statistisk differanse";"2008M03";..
"6 Nettap og statistisk differanse";"2008M04";..
"6 Nettap og statistisk differanse";"2008M05";..
"6 Nettap og statistisk differanse";"2008M06";..
"6 Nettap og statistisk differanse";"2008M07";..
"6 Nettap og statistisk differanse";"2008M08";..
"6 Nettap og statistisk differanse";"2008M09";..
"6 Nettap og statistisk differanse";"2008M10";..
"6 Nettap og statistisk differanse";"2008M11";..
"6 Nettap og statistisk differanse";"2008M12";..
"6 Nettap og statistisk differanse";"2009M01";..
"6 Nettap og statistisk differanse";"2009M02";..
"6 Nettap og statistisk differanse";"2009M03";..
"6 Nettap og statistisk differanse";"2009M04";..
"6 Nettap og statistisk differanse";"2009M05";..
"6 Nettap og statistisk differanse";"2009M06";..
"6 Nettap og statistisk differanse";"2009M07";..
"6 Nettap og statistisk differanse";"2009M08";..
"6 Nettap og statistisk differanse";"2009M09";..
"6 Nettap og statistisk differanse";"2009M10";..
"6 Nettap og statistisk differanse";"2009M11";..
"6 Nettap og statistisk differanse";"2009M12";..
"6 Nettap og statistisk differanse";"2010M01";..
"6 Nettap og statistisk differanse";"2010M02";..
"6 Nettap og statistisk differanse";"2010M03";..
"6 Nettap og statistisk differanse";"2010M04";..
"6 Nettap og statistisk differanse";"2010M05";..
"6 Nettap og statistisk differanse";"2010M06";..
"6 Nettap og statistisk differanse";"2010M07";..
"6 Nettap og statistisk differanse";"2010M08";..
"6 Nettap og statistisk differanse";"2010M09";..
"6 Nettap og statistisk differanse";"2010M10";..
"6 Nettap og statistisk differanse";"2010M11";..
"6 Nettap og statistisk differanse";"2010M12";..
"6 Nettap og statistisk differanse";"2011M01";..
"6 Nettap og statistisk differanse";"2011M02";..
"6 Nettap og statistisk differanse";"2011M03";..
"6 Nettap og statistisk differanse";"2011M04";..
"6 Nettap og statistisk differanse";"2011M05";..
"6 Nettap og statistisk differanse";"2011M06";..
"6 Nettap og statistisk differanse";"2011M07";..
"6 Nettap og statistisk differanse";"2011M08";..
"6 Nettap og statistisk differanse";"2011M09";..
"6 Nettap og statistisk differanse";"2011M10";..
"6 Nettap og statistisk differanse";"2011M11";..
"6 Nettap og statistisk differanse";"2011M12";..
"6 Nettap og statistisk differanse";"2012M01";..
"6 Nettap og statistisk differanse";"2012M02";..
"6 Nettap og statistisk differanse";"2012M03";..
"6 Nettap og statistisk differanse";"2012M04";..
"6 Nettap og statistisk differanse";"2012M05";..
"6 Nettap og statistisk differanse";"2012M06";..
"6 Nettap og statistisk differanse";"2012M07";..
"6 Nettap og statistisk differanse";"2012M08";..
"6 Nettap og statistisk differanse";"2012M09";..
"6 Nettap og statistisk differanse";"2012M10";..
"6 Nettap og statistisk differanse";"2012M11";..
"6 Nettap og statistisk differanse";"2012M12";..
"6 Nettap og statistisk differanse";"2013M01";..
"6 Nettap og statistisk differanse";"2013M02";..
"6 Nettap og statistisk differanse";"2013M03";..
"6 Nettap og statistisk differanse";"2013M04";..
"6 Nettap og statistisk differanse";"2013M05";..
"6 Nettap og statistisk differanse";"2013M06";..
"6 Nettap og statistisk differanse";"2013M07";..
"6 Nettap og statistisk differanse";"2013M08";..
"6 Nettap og statistisk differanse";"2013M09";..
"6 Nettap og statistisk differanse";"2013M10";..
"6 Nettap og statistisk differanse";"2013M11";..
"6 Nettap og statistisk differanse";"2013M12";..
"6 Nettap og statistisk differanse";"2014M01";..
"6 Nettap og statistisk differanse";"2014M02";..
"6 Nettap og statistisk differanse";"2014M03";..
"6 Nettap og statistisk differanse";"2014M04";..
"6 Nettap og statistisk differanse";"2014M05";..
"6 Nettap og statistisk differanse";"2014M06";..
"6 Nettap og statistisk differanse";"2014M07";..
"6 Nettap og statistisk differanse";"2014M08";..
"6 Nettap og statistisk differanse";"2014M09";..
"6 Nettap og statistisk differanse";"2014M10";..
"6 Nettap og statistisk differanse";"2014M11";..
"6 Nettap og statistisk differanse";"2014M12";..
"6 Nettap og statistisk differanse";"2015M01";..
"6 Nettap og statistisk differanse";"2015M02";..
"6 Nettap og statistisk differanse";"2015M03";..
"6 Nettap og statistisk differanse";"2015M04";..
"6 Nettap og statistisk differanse";"2015M05";..
"6 Nettap og statistisk differanse";"2015M06";..
"6 Nettap og statistisk differanse";"2015M07";..
"6 Nettap og statistisk differanse";"2015M08";..
"6 Nettap og statistisk differanse";"2015M09";..
"6 Nettap og statistisk differanse";"2015M10";..
"6 Nettap og statistisk differanse";"2015M11";..
"6 Nettap og statistisk differanse";"2015M12";..
"6 Nettap og statistisk differanse";"2016M01";..
"6 Nettap og statistisk differanse";"2016M02";..
"6 Nettap og statistisk differanse";"2016M03";..
"6 Nettap og statistisk differanse";"2016M04";..
"6 Nettap og statistisk differanse";"2016M05";..
"6 Nettap og statistisk differanse";"2016M06";..
"6 Nettap og statistisk differanse";"2016M07";..
"6 Nettap og statistisk differanse";"2016M08";..
"6 Nettap og statistisk differanse";"2016M09";..
"6 Nettap og statistisk differanse";"2016M10";..
"6 Nettap og statistisk differanse";"2016M11";..
"6 Nettap og statistisk differanse";"2016M12";..
"6 Nettap og statistisk differanse";"2017M01";..
"6 Nettap og statistisk differanse";"2017M02";..
"6 Nettap og statistisk differanse";"2017M03";..
"6 Nettap og statistisk differanse";"2017M04";..
"6 Nettap og statistisk differanse";"2017M05";..
"6 Nettap og statistisk differanse";"2017M06";..
"6 Nettap og statistisk differanse";"2017M07";..
"6 Nettap og statistisk differanse";"2017M08";..
"6 Nettap og statistisk differanse";"2017M09";..
"6 Nettap og statistisk differanse";"2017M10";..
"6 Nettap og statistisk differanse";"2017M11";..
"6 Nettap og statistisk differanse";"2017M12";..
"6 Nettap og statistisk differanse";"2018M01";..
"6 Nettap og statistisk differanse";"2018M02";..
"6 Nettap og statistisk differanse";"2018M03";..
"6 Nettap og statistisk differanse";"2018M04";..
"6 Nettap og statistisk differanse";"2018M05";..
"6 Nettap og statistisk differanse";"2018M06";..
"6 Nettap og statistisk differanse";"2018M07";..
"6 Nettap og statistisk differanse";"2018M08";..
"6 Nettap og statistisk differanse";"2018M09";..
"6 Nettap og statistisk differanse";"2018M10";..
"6 Nettap og statistisk differanse";"2018M11";..
"6 Nettap og statistisk differanse";"2018M12";..
"6 Nettap og statistisk differanse";"2019M01";..
"6 Nettap og statistisk differanse";"2019M02";..
"6 Nettap og statistisk differanse";"2019M03";..
"6 Nettap og statistisk differanse";"2019M04";..
"6 Nettap og statistisk differanse";"2019M05";..
"6 Nettap og statistisk differanse";"2019M06";..
"6 Nettap og statistisk differanse";"2019M07";..
"6 Nettap og statistisk differanse";"2019M08";..
"6 Nettap og statistisk differanse";"2019M09";..
"6 Nettap og statistisk differanse";"2019M10";..
"6 Nettap og statistisk differanse";"2019M11";..
"6 Nettap og statistisk differanse";"2019M12";..
"6 Nettap og statistisk differanse";"2020M01";928982
"6 Nettap og statistisk differanse";"2020M02";718669
"6 Nettap og statistisk differanse";"2020M03";718867
"6 Nettap og statistisk differanse";"2020M04";564233
"6 Nettap og statistisk differanse";"2020M05";522860
"6 Nettap og statistisk differanse";"2020M06";413017
"6 Nettap og statistisk differanse";"2020M07";428199
"6 Nettap og statistisk differanse";"2020M08";474337
"6 Nettap og statistisk differanse";"2020M09";523594
"6 Nettap og statistisk differanse";"2020M10";602605
"6 Nettap og statistisk differanse";"2020M11";648108
"6 Nettap og statistisk differanse";"2020M12";824181
"6 Nettap og statistisk differanse";"2021M01";967422
"6 Nettap og statistisk differanse";"2021M02";838469
"6 Nettap og statistisk differanse";"2021M03";647233
"6 Nettap og statistisk differanse";"2021M04";563098
"6 Nettap og statistisk differanse";"2021M05";496335
"6 Nettap og statistisk differanse";"2021M06";399447
"6 Nettap og statistisk differanse";"2021M07";388997
"6 Nettap og statistisk differanse";"2021M08";375994
"6 Nettap og statistisk differanse";"2021M09";409279
"6 Nettap og statistisk differanse";"2021M10";515174
"6 Nettap og statistisk differanse";"2021M11";642600
"6 Nettap og statistisk differanse";"2021M12";792145
"6 Nettap og statistisk differanse";"2022M01";736787
"6 Nettap og statistisk differanse";"2022M02";641725
"6 Nettap og statistisk differanse";"2022M03";595822
"6 Nettap og statistisk differanse";"2022M04";499409
"6 Nettap og statistisk differanse";"2022M05";443524
"6 Nettap og statistisk differanse";"2022M06";440043
"6 Nettap og statistisk differanse";"2022M07";405098
"6 Nettap og statistisk differanse";"2022M08";308251
"6 Nettap og statistisk differanse";"2022M09";399520
"6 Nettap og statistisk differanse";"2022M10";493405
"6 Nettap og statistisk differanse";"2022M11";614280
"6 Nettap og statistisk differanse";"2022M12";761386
"6 Nettap og statistisk differanse";"2023M01";656685
"6 Nettap og statistisk differanse";"2023M02";667589
"6 Nettap og statistisk differanse";"2023M03";731050
"6 Nettap og statistisk differanse";"2023M04";569068
"6 Nettap og statistisk differanse";"2023M05";497999
"6 Nettap og statistisk differanse";"2023M06";434830
"6 Nettap og statistisk differanse";"2023M07";431082
"6 Nettap og statistisk differanse";"2023M08";472517
"6 Nettap og statistisk differanse";"2023M09";482353
"6 Nettap og statistisk differanse";"2023M10";607536
"6 Nettap og statistisk differanse";"2023M11";766481
"6 Nettap og statistisk differanse";"2023M12";806705
"6 Nettap og statistisk differanse";"2024M01";921265
"6 Nettap og statistisk differanse";"2024M02";730447
"6 Nettap og statistisk differanse";"2024M03";657958
"6 Nettap og statistisk differanse";"2024M04";552063
"6 Nettap og statistisk differanse";"2024M05";447188
"6 Nettap og statistisk differanse";"2024M06";354830
"6 Nettap og statistisk differanse";"2024M07";483873
"6 Nettap og statistisk differanse";"2024M08";449730
"6 Nettap og statistisk differanse";"2024M09";474071
"6 Nettap og statistisk differanse";"2024M10";568672
"6 Nettap og statistisk differanse";"2024M11";684839
"6 Nettap og statistisk differanse";"2024M12";763298
"6 Nettap og statistisk differanse";"2025M01";913092
"6 Nettap og statistisk differanse";"2025M02";780732
"7 Nettoforbruk av elektrisk kraft";"1993M01";..
"7 Nettoforbruk av elektrisk kraft";"1993M02";..
"7 Nettoforbruk av elektrisk kraft";"1993M03";..
"7 Nettoforbruk av elektrisk kraft";"1993M04";..
"7 Nettoforbruk av elektrisk kraft";"1993M05";..
"7 Nettoforbruk av elektrisk kraft";"1993M06";..
"7 Nettoforbruk av elektrisk kraft";"1993M07";..
"7 Nettoforbruk av elektrisk kraft";"1993M08";..
"7 Nettoforbruk av elektrisk kraft";"1993M09";..
"7 Nettoforbruk av elektrisk kraft";"1993M10";..
"7 Nettoforbruk av elektrisk kraft";"1993M11";..
"7 Nettoforbruk av elektrisk kraft";"1993M12";..
"7 Nettoforbruk av elektrisk kraft";"1994M01";..
"7 Nettoforbruk av elektrisk kraft";"1994M02";..
"7 Nettoforbruk av elektrisk kraft";"1994M03";..
"7 Nettoforbruk av elektrisk kraft";"1994M04";..
"7 Nettoforbruk av elektrisk kraft";"1994M05";..
"7 Nettoforbruk av elektrisk kraft";"1994M06";..
"7 Nettoforbruk av elektrisk kraft";"1994M07";..
"7 Nettoforbruk av elektrisk kraft";"1994M08";..
"7 Nettoforbruk av elektrisk kraft";"1994M09";..
"7 Nettoforbruk av elektrisk kraft";"1994M10";..
"7 Nettoforbruk av elektrisk kraft";"1994M11";..
"7 Nettoforbruk av elektrisk kraft";"1994M12";..
"7 Nettoforbruk av elektrisk kraft";"1995M01";..
"7 Nettoforbruk av elektrisk kraft";"1995M02";..
"7 Nettoforbruk av elektrisk kraft";"1995M03";..
"7 Nettoforbruk av elektrisk kraft";"1995M04";..
"7 Nettoforbruk av elektrisk kraft";"1995M05";..
"7 Nettoforbruk av elektrisk kraft";"1995M06";..
"7 Nettoforbruk av elektrisk kraft";"1995M07";..
"7 Nettoforbruk av elektrisk kraft";"1995M08";..
"7 Nettoforbruk av elektrisk kraft";"1995M09";..
"7 Nettoforbruk av elektrisk kraft";"1995M10";..
"7 Nettoforbruk av elektrisk kraft";"1995M11";..
"7 Nettoforbruk av elektrisk kraft";"1995M12";..
"7 Nettoforbruk av elektrisk kraft";"1996M01";..
"7 Nettoforbruk av elektrisk kraft";"1996M02";..
"7 Nettoforbruk av elektrisk kraft";"1996M03";..
"7 Nettoforbruk av elektrisk kraft";"1996M04";..
"7 Nettoforbruk av elektrisk kraft";"1996M05";..
"7 Nettoforbruk av elektrisk kraft";"1996M06";..
"7 Nettoforbruk av elektrisk kraft";"1996M07";..
"7 Nettoforbruk av elektrisk kraft";"1996M08";..
"7 Nettoforbruk av elektrisk kraft";"1996M09";..
"7 Nettoforbruk av elektrisk kraft";"1996M10";..
"7 Nettoforbruk av elektrisk kraft";"1996M11";..
"7 Nettoforbruk av elektrisk kraft";"1996M12";..
"7 Nettoforbruk av elektrisk kraft";"1997M01";..
